"clintondis","vote","dem","rep","female","persfinance","natlecon","fake1","fake2","fake3","fake4","fake5"
9.1204,"Bush",0,1,0,1,0,33.5379417691779,0.468525122530146,0.114038382035991,10.2914362256415,0.507970278151333
1.0404,"Bush",0,1,1,0,-1,28.1817135145237,-0.982370635937854,0.0278359461408314,6.60535015561618,0.195612118113786
0.9604,"Perot",1,0,0,0,-1,30.298749686923,-1.02298384214794,0.0793022396974266,4.32592569384724,2.51225162471149
1.0404,"Clinton",1,0,1,-1,-1,26.4770176815997,-0.693414663276185,0.286656257916077,17.8283832662273,0.395625347737223
1.0404,"Perot",0,1,0,1,0,26.4139091921299,-0.767989573092782,0.184321050376942,6.64101748005487,3.76733103932297
4.0804,"Bush",0,1,0,0,0,34.4232524948846,1.29904996668359,0.167991925496608,6.44823681167327,0.172815875267574
16.16,"Bush",0,1,0,1,-1,24.9220371069823,1.57914556180809,0.117654949892312,8.38141589262523,0.155721800867468
0.9604,"Clinton",1,0,1,1,0,39.7764698274623,-0.156891953039067,0.0344796425973376,8.61523644882254,1.06790879178317
1.0404,"Clinton",1,0,1,-1,-1,29.5484020301707,-0.35893656058468,0.0652403541219731,16.0769019566942,0.499149080819509
1.0404,"Clinton",1,0,1,-1,0,31.0726941331461,-0.329038830421669,0.114448006118719,12.7420423054136,0.582046978641301
1.0404,"Clinton",1,0,1,0,-1,26.3073614763021,0.0692364778530165,0.729812179339639,5.75600732164457,0.484523243270814
1.0404,"Bush",0,1,1,1,-1,27.1280565511837,0.0969042337010548,0.0372859759566685,16.8272722456604,0.994926162022066
9.1204,"Bush",0,1,0,0,-1,23.4149193384738,0.290034387765571,0.633760854573854,18.6734545950312,0.0385264492581421
1.0404,"Perot",1,0,0,-1,-1,29.0853730581364,-0.746678941046256,0.292992368947371,7.29216493619606,0.966945002744806
1.0404,"Clinton",1,0,1,-1,-1,32.0949120246223,-0.846896388820319,0.227336081210524,15.7743569384329,0.531848947517574
1.0404,"Clinton",1,0,0,0,-1,31.6215217208069,1.19707766374608,0.675717057011334,6.47375540714711,0.245262533891946
1.0404,"Bush",0,1,0,0,-1,26.0923175647262,-0.548627361103323,0.0551460597974559,17.0971365158912,1.26057837340505
4e-04,"Clinton",1,0,1,-1,-1,26.05689014573,0.303045695225451,0.426065324481233,8.13424430950545,0.381004518783995
9.1204,"Bush",0,1,1,0,-1,27.4890064082857,-0.056970533803332,0.305144095158482,16.0323461848311,0.0316219553351402
0.9604,"Clinton",1,0,1,-1,-1,37.4803033492318,-0.957849392150669,0.402776065726923,5.0511350906454,0.298605136573315
0.9604,"Clinton",1,0,0,1,-1,24.3134818966713,0.591061909411507,0.545468390580821,17.3590734337922,0.737839528317464
9.1204,"Bush",0,1,0,0,1,29.104742028099,0.173104873492955,0.473900283969251,16.9607796610799,0.84826874635638
1.0404,"Bush",0,1,1,0,-1,39.5118091083946,1.39978335621251,0.0537062018799285,17.5161267251242,0.199706657759498
16.16,"Perot",0,1,1,0,-1,29.495125573356,0.117459584626988,0.494495920188038,3.24745730799623,1.13715870860488
0.9604,"Bush",0,1,0,0,-1,23.200796480893,-0.331545758200853,0.667421972351082,3.64474339853041,0.340871416687281
9.1204,"Bush",0,1,0,1,0,26.6761528236297,0.278294913305364,0.353247812935118,8.08056115033105,1.24955314300479
4e-04,"Clinton",1,0,0,0,-1,32.4272998945244,-1.18559164903534,0.252250322437191,8.55373856564984,0.188402232333926
1.0404,"Bush",0,1,0,0,-1,28.1219856416511,-0.835894053393597,0.147723987698555,4.27113356813788,0.343022640599206
0.9604,"Clinton",1,0,1,0,-1,27.1906181822511,0.510273251139431,0.130327656244238,15.0373973054811,1.29687300413371
4.0804,"Clinton",1,0,1,1,-1,28.2804138293577,-0.333120901223949,0.196139151385675,3.42816851777025,2.32347717309806
4.0804,"Perot",0,0,0,1,-1,30.4524832356961,-0.0659609463524635,0.26367572507352,17.0090279085562,1.71624835199657
1.0404,"Perot",0,0,1,0,-1,37.9925438557291,-0.11522170942195,0.613981752317953,11.6943338033743,2.97795383615379
1.0404,"Clinton",1,0,0,0,-1,29.5571744393056,-0.650512618774529,0.35825198278083,16.0340303059202,1.21645145020903
4.0804,"Bush",0,1,1,1,-1,35.4039974807576,-2.01868865908242,0.261046384748087,18.9460765158292,0.426876097917557
9.1204,"Bush",0,1,1,1,-1,33.1537705782528,0.348834970176592,0.0872010592457836,12.2133370446973,0.717738715889764
0.9604,"Clinton",1,0,1,0,-1,29.4318005224693,0.761639507646859,0.0780509999021888,19.1319420381915,1.31405782043458
4.0804,"Perot",0,1,1,1,-1,22.335489985547,-1.28871623535013,0.0122282616794109,8.38805933739059,0.608802273869514
4.0804,"Perot",0,1,0,1,0,27.3944134122374,1.48240271845861,0.98477448020738,7.87549184239469,0.589857699815184
1.0404,"Perot",1,0,0,0,0,27.5506477343076,0.385154823687235,0.162021622993052,19.4624706231989,1.23527493696184
9.1204,"Bush",0,1,0,-1,-1,30.2357721638076,1.34164029499387,0.228285669504354,7.12955931946635,0.49292047182098
16.16,"Perot",0,1,1,-1,-1,36.5009933883341,-0.957170471242288,1.11475962394835,16.5954882258084,0.834465495593396
4.0804,"Bush",0,1,1,1,0,41.4653948691555,0.166781288354251,0.0873775450607205,8.0185769170057,3.45482210053091
1.0404,"Bush",0,1,0,-1,-1,37.7379052949188,-0.100013958938808,0.144874241668731,14.8453552382998,0.170387821737677
1.0404,"Bush",0,1,0,1,-1,29.3342451783553,0.768507431881776,0.121683297834049,15.940095890779,0.00110177753330284
9.1204,"Bush",0,1,0,0,0,21.2173630222118,-0.575859567912693,0.298257534999057,7.65341503894888,0.484944848452516
16.16,"Perot",1,0,1,1,-1,28.0561006796413,-0.0100976719524611,0.301213303877318,3.08853787346743,1.16288268813908
0.9604,"Bush",0,1,0,1,-1,30.4460361153665,-1.77865914874394,0.242250892539128,10.1756989406422,4.77926718045898
4.0804,"Bush",0,1,0,0,0,34.2250650203372,-0.7776214428705,0.0590831491475304,13.1628876186442,0.072724886238575
1.0404,"Clinton",1,0,1,-1,0,34.8126398424214,0.12503388366511,0.499064736296147,10.5168453275692,0.501675975974649
9.1204,"Clinton",1,0,1,-1,-1,33.4215471470823,-0.706321492388223,0.0501586558918158,8.82318285945803,3.76782373131669
0.9604,"Clinton",1,0,1,0,0,23.0236282510027,-0.04356948581148,0.458772009845479,11.7829886591062,0.396806959062815
9.1204,"Bush",0,1,1,-1,-1,34.2482152281668,-0.46792597392522,0.777314935358877,6.88376628258266,0.180251281666463
1.0404,"Perot",0,0,0,0,0,27.7672139178639,0.60693013616149,0.364184409055515,7.92013976327144,0.590650413651019
1.0404,"Perot",0,0,0,-1,-1,30.8740135008063,1.16848830874956,0.114425607261485,3.38116927910596,1.12903157738989
1.0404,"Bush",0,1,1,0,-1,30.3727558858687,-0.822501412807523,0.20816357449318,11.9822308411822,1.05360044953675
4.0804,"Clinton",1,0,0,-1,-1,32.1408338248525,-0.307036558594728,0.103288363199681,10.1138752764091,0.367040028329939
4.0804,"Bush",0,1,1,-1,-1,30.1233749141307,1.43976125836974,0.378710234834158,19.5715654252563,0.677024949342012
16.16,"Bush",0,1,1,-1,-1,21.6626245120717,-2.19892325418371,0.369299045728413,3.84265602799132,1.27230236209453
1.0404,"Clinton",1,0,1,-1,-1,33.6824798238672,-0.319837791740735,0.372382034844065,13.854520821711,0.0177036132800907
4.0804,"Bush",0,1,0,-1,-1,31.9301328417484,2.06470428414334,0.0576522999132673,11.3961858933326,0.368600644636899
0.9604,"Clinton",1,0,0,-1,0,28.6717418736089,2.19359006906425,0.0110690585958461,3.08000630210154,0.816604764259346
3.9204,"Clinton",1,0,1,-1,-1,30.5907225552334,0.156595323350149,0.062343126318107,6.15213697589934,0.361036696471274
1.0404,"Bush",0,1,0,0,0,30.6701932268423,-0.863608950613638,0.192048295281489,13.7822654149495,0.316263077780604
16.16,"Clinton",1,0,0,0,0,31.105097342805,0.165457419490438,0.560013083713063,11.8140289322473,1.37740923366965
1.0404,"Clinton",1,0,0,0,-1,38.2042308298874,-0.65277439594702,0.339579387243493,18.1585482226219,0.208228894509375
1.0404,"Bush",0,1,0,1,-1,28.9047481053326,1.45281728229148,0.147062157982449,14.5192367916461,1.29576794798942
9.1204,"Bush",0,1,1,-1,-1,30.8403269194233,-0.806482655703046,0.195273226282249,11.7340558348224,0.0727327079512179
4.0804,"Bush",0,1,1,0,-1,35.8419193653455,0.372911595208748,0.0478309052996337,8.22278217505664,0.171924512998935
1.0404,"Clinton",1,0,0,0,-1,35.2709051168846,0.619850074568692,1.01087022815507,9.75561844324693,1.32627058583767
4.0804,"Bush",0,1,0,1,0,35.7263155519018,-0.757510160695849,0.2812587187175,5.60603495826945,0.0805437308736145
9.1204,"Bush",0,1,1,1,-1,27.1126599947022,0.851524681506183,0.331535473933459,9.4567521144636,0.122273414788743
4e-04,"Clinton",1,0,0,1,-1,40.0124136514641,-0.747929970916306,0.097120390428851,7.59602066245861,1.06249976060809
9.1204,"Bush",0,1,0,1,1,30.3335043546509,0.63023982965398,2.31500123653843,19.0699259103276,0.692721805069596
4e-04,"Clinton",1,0,1,-1,-1,39.3342592235343,1.09666163310355,0.262710657267177,7.28842683136463,2.36334470088098
0.9604,"Clinton",1,0,1,1,-1,23.2454865698464,-0.988442922383206,0.219647559492538,15.5074345020112,2.079689880707
1.0404,"Clinton",0,0,0,1,0,30.1049179317712,1.1079950409796,0.147372948626677,4.15060253161937,2.34779073639268
9.1204,"Bush",0,1,0,1,-1,36.2495728548461,-0.489532871212412,0.120370592301091,9.30375289288349,0.241071353305905
4e-04,"Clinton",1,0,1,1,-1,26.423789063886,0.294353388436968,0.40997558365107,6.69773007021286,0.767746503422868
1.0404,"Clinton",1,0,1,-1,-1,26.2365551589113,0.20183747228877,0.622827365966447,17.9426892511547,0.845300911310119
4e-04,"Clinton",1,0,0,1,-1,25.3073064819655,-0.427196386338202,0.522745674031642,10.1964544244111,1.38138618409158
4e-04,"Perot",1,0,0,1,-1,24.7374336033063,0.268102869997785,0.496147983780991,8.45760447229259,0.478546026162803
16.16,"Bush",0,1,0,0,-1,27.814202334098,-1.23043092542384,1.135311961118,10.014388919808,0.24970353317734
0.9604,"Clinton",1,0,1,1,-1,31.6558958647949,-0.136136872184964,1.57172614150049,5.65873176953755,0.148412415292114
4.0804,"Bush",0,1,0,0,-1,19.9289475103964,0.825790831665171,1.45731024482886,13.6951567872893,2.67480686853144
1.0404,"Clinton",1,0,0,0,-1,31.0599021668615,-2.17412464922931,0.0707405799378951,16.0797422924079,1.46411667569521
1.0404,"Bush",0,1,1,-1,-1,36.1833752320829,-1.48792618735825,0.486567525189926,18.3305984106846,1.52647968186977
4e-04,"Bush",0,1,1,0,0,40.1878700912022,-1.16193755759697,0.725618251661866,13.3725544582121,1.85332774735036
4e-04,"Perot",1,0,1,1,0,36.5058799610029,-1.58908969414543,0.0658241575583816,13.721663614735,3.90678658129132
9.1204,"Perot",0,1,0,0,-1,33.7838738189798,0.419583039296359,0.686190177968947,14.2550910522696,0.752318603875947
1.0404,"Perot",1,0,1,1,-1,21.3663480044283,-0.992928349756011,0.319255141543568,18.8099906418938,3.16731580330019
3.9204,"Clinton",1,0,0,1,-1,26.9924664599661,-2.16454708532897,0.00234510013394507,19.8681878161151,2.89010362022455
4e-04,"Clinton",0,1,1,-1,-1,28.2397677170869,-0.63756876508045,0.614344707972614,7.39477919391356,1.70172887473347
1.0404,"Clinton",1,0,0,-1,-1,33.5176195137845,-0.390635251474806,0.274939676561119,7.94433438312262,0.169602476991713
9.1204,"Perot",0,0,0,0,-1,29.4716433299811,0.85678547377811,0.500261933204341,18.4971857664641,1.38847522615435
1.0404,"Perot",0,1,1,1,0,23.7067568596991,-1.10375213599883,0.501082618332448,9.34622285771184,0.412998125888407
1.0404,"Clinton",0,1,0,-1,-1,38.4221785404706,1.1612892557387,0.160010397899896,15.3002859852277,0.483784549969563
4e-04,"Clinton",1,0,0,0,0,34.5569564589798,0.398362715628605,0.0464608799666166,17.27952810633,0.165322918332477
4.0804,"Clinton",1,0,1,-1,-1,31.1871513624551,0.362352157635545,0.0342596409290595,4.98369097779505,0.374335249885917
4e-04,"Clinton",1,0,0,1,-1,36.0905430516291,-0.852525670314502,0.323907026386166,17.357273126021,1.57360464512351
0.9604,"Clinton",1,0,1,0,-1,23.3061285638251,1.95366787989804,1.24485976904873,14.1557556425687,3.88362175764001
1.0404,"Perot",0,0,1,1,-1,33.304101488949,-0.164270832097155,0.500801037855312,3.15777154779062,1.47028795993867
9.1204,"Clinton",1,0,0,-1,-1,27.3854381184329,-1.82489758417833,0.244997550820492,4.83455485058948,0.384173874743283
0.9604,"Clinton",1,0,0,-1,0,33.4187276092536,-0.203856471392496,0.136256697856539,10.2618418224156,0.931703063617361
4e-04,"Clinton",0,0,0,-1,-1,29.6958902266996,-1.93444407073205,0.458626131823564,17.0800693635829,1.08807142540337
4e-04,"Perot",0,1,1,-1,-1,33.1648035651573,-0.310510115786673,1.10835262134037,8.69954411615618,0.330835143944436
4.0804,"Bush",0,1,0,1,1,36.677588075297,-0.422227003189619,0.10061697770531,8.00966295553371,0.272081089671701
0.9604,"Clinton",1,0,1,-1,-1,30.0364504515845,0.68182969040341,0.00126506357143323,18.4151012648363,0.626265682745725
3.9204,"Clinton",1,0,0,-1,-1,35.0877931847605,1.00949618573749,0.190919016643117,9.91345095797442,0.0648733307607472
4e-04,"Clinton",1,0,1,-1,-1,24.0578298242601,-0.726104964901155,0.0313510388756792,12.6501133593265,0.73482999741853
1.0404,"Bush",0,1,1,0,1,26.3919777978199,0.806108868375026,0.387176990859573,7.22278299857862,0.221942826639861
1.0404,"Clinton",1,0,1,-1,-1,37.5960885569409,1.42432310966876,1.14192308976612,5.28252219012938,0.255880286451429
1.0404,"Clinton",1,0,1,-1,-1,31.8869398651196,-0.784144004842646,0.464727330303995,6.34997875499539,1.63719722806456
9.1204,"Bush",0,1,1,1,-1,19.7388858978314,-0.652404366499333,0.217581372397641,12.0119422187563,1.35328689958425
4.0804,"Clinton",0,1,1,1,-1,23.1798127395881,0.650778363153682,0.432954052759612,19.245801923098,0.823171205776644
1.0404,"Clinton",1,0,1,1,-1,28.9960949220544,0.183047969943935,0.00338532744596402,10.139461227227,1.2154664909047
4.0804,"Bush",0,1,1,0,0,34.3288970216724,0.548774960444283,0.347227438028558,17.2690104527865,0.573536313138902
4.0804,"Bush",0,1,1,1,0,29.4905837214239,1.40468429454756,0.0825600476625065,4.35488292668015,0.35237441552541
4.0804,"Bush",0,1,1,0,-1,33.1209373601033,0.387083119576395,0.0517090798045198,15.7539066139143,1.33180809854986
4.0804,"Perot",0,1,0,1,-1,34.7950268889391,1.05170127017537,0.544523697875064,7.52319862297736,0.019748564735488
4.0804,"Bush",0,1,0,1,-1,38.3552741443147,0.622905462337194,0.282289832200998,11.9988413807005,1.24192088838191
4e-04,"Clinton",1,0,1,1,-1,30.2800836663748,0.433620389808855,0.502822719776522,3.76621596910991,0.824305837931943
0.9604,"Clinton",1,0,1,-1,-1,29.7400904690955,0.386084438184412,0.443122022460802,16.0770156101789,0.67801593337208
4.0804,"Perot",0,1,1,1,-1,21.2338132042887,1.29132330445808,0.0498144660408819,18.4789651504252,0.15165046043694
1.0404,"Bush",0,1,1,-1,-1,30.4966379704391,-1.00225987371065,0.0349467727355659,15.6806798288599,0.290718328673393
0.9604,"Clinton",1,0,0,0,-1,27.1407497105222,-1.10518272915749,0.364640112641855,4.65600565355271,1.14288659482719
0.9604,"Clinton",1,0,0,0,0,25.1299520859795,0.591946003397209,0.100963742683841,19.0750319852959,0.214460524730384
9.1204,"Bush",0,1,0,0,-1,29.1004688447623,-0.119689664133114,0.283818593545163,6.03497803676873,0.590568434877054
0.9604,"Clinton",1,0,1,-1,-1,35.0747158637183,0.0740052116849605,0.981936519288635,16.6399246603251,0.945969670955433
0.9604,"Clinton",1,0,1,-1,-1,20.0362575565571,0.741277377171399,0.0322540894461175,14.4115590997972,2.15390048722241
4.0804,"Bush",0,1,0,1,0,27.8636035639729,0.753295047849076,0.324881145716612,10.1114677533042,1.29219061877103
3.9204,"Clinton",1,0,1,-1,-1,30.5831864179135,-0.262670503361778,0.281602646932486,15.8096349460538,0.853468462615845
1.0404,"Bush",0,1,1,-1,0,25.5339621497252,-0.312543868997102,0.836487533482623,10.0537317197304,0.552925404626876
4.0804,"Clinton",1,0,1,0,-1,31.6695147124961,0.0735986090078693,0.198091865361979,13.0985362548381,0.0562839019112289
0.9604,"Perot",0,1,0,-1,-1,32.0571496030787,1.06301778929474,0.593850307759452,8.43772788136266,2.15004049313599
4e-04,"Clinton",0,1,1,1,-1,29.83481920362,0.426020486679004,0.200872989216199,13.9901807622518,0.381703401894592
1.0404,"Clinton",0,0,0,-1,-1,17.6705090311999,1.43300751082319,0.984913195116933,9.08645249251276,0.552974407561123
4.0804,"Clinton",1,0,1,0,-1,42.8572907293332,-0.00763687041997194,0.18983896744109,17.8213799372315,0.284516611136496
4.0804,"Bush",0,1,1,-1,0,28.973503712659,1.12566760522075,0.396778240165019,9.90966694289818,1.06020419947327
1.0404,"Clinton",1,0,0,0,-1,33.2559664079384,0.883002311017247,0.306117523447577,10.7491085056681,0.551070163026452
1.0404,"Bush",0,1,0,1,-1,31.3688324551827,0.61208346090007,0.0742016961676307,18.1183146436233,0.820456909905088
1.0404,"Bush",0,1,0,0,-1,35.1233661740917,0.414700706778464,0.0686918652306,14.0854093760718,1.3878609366741
1.0404,"Clinton",0,1,1,-1,-1,34.0882972318704,-0.279882397142518,0.0541096787589292,3.16909066936933,0.291834390256554
0.9604,"Clinton",1,0,0,-1,-1,28.9510341438575,-0.109037509169232,0.157119466923177,14.1445009314921,0.624202040489763
4e-04,"Clinton",1,0,1,0,-1,31.8908388610425,0.229395495708467,0.43062065943917,7.10359015129507,1.85270578219535
1.0404,"Perot",0,1,0,0,0,25.2729558443805,0.0488888906792862,0.387141107877994,19.4143294428941,0.454960676304316
4.0804,"Bush",0,1,1,0,0,34.2846150544966,0.943224468386221,0.308686592374529,10.6014455910772,0.196523475926369
1.0404,"Perot",0,1,1,-1,-1,27.6948083055782,-0.109317123186431,0.255313296477898,14.3667283374816,0.933050218927574
9.1204,"Bush",0,1,1,1,1,42.083866768941,-0.0703769215878276,0.107366657261659,4.69491327786818,0.557982556056231
1.0404,"Clinton",1,0,0,0,-1,21.7447555215591,-0.484319087565665,1.80181031974785,6.51433152193204,0.514025329612195
1.0404,"Perot",0,1,0,-1,-1,27.6800637851699,-0.138336328543328,0.100149977501499,19.1038822578266,0.304553792229674
4.0804,"Clinton",1,0,1,-1,-1,34.1268993137962,-0.0687656423038444,0.0101606844303509,12.6565451752394,0.287577555514872
4.0804,"Bush",0,1,0,1,1,32.5506627343933,-2.31373577389942,0.244437372492912,9.92771349661052,1.21841368540646
4.0804,"Bush",0,1,0,0,-1,27.052594807425,-1.36483169721432,0.10002603319784,12.856523678638,2.12053464024253
9.1204,"Bush",0,1,1,0,-1,25.0160962889624,-0.072486909951959,0.395787437121972,5.24424934550188,0.131755749136198
0.9604,"Clinton",0,0,1,0,-1,30.7223785235535,-0.265283774864499,1.3464250532831,11.465448505478,2.5596349480233
9.1204,"Clinton",1,0,0,-1,-1,29.9284629341654,-1.20086932820744,0.758925655814719,6.16709984070621,2.39210984509228
4.0804,"Bush",0,1,1,1,1,21.0485938136797,-1.99153817604302,0.220135518349707,7.08845453429967,1.20695307846637
0.9604,"Clinton",0,0,0,1,-1,30.1727553356693,-0.354369219913427,0.156196203548461,16.744560797466,0.916019946294737
0.9604,"Clinton",1,0,1,1,-1,30.9511515784623,0.653495765694276,1.10414435460529,14.5354479211383,0.4076634561643
4.0804,"Perot",1,0,0,0,-1,30.8736319849092,1.77323863192756,0.150050801845888,19.4762171891052,0.398831310681999
1.0404,"Perot",0,0,0,-1,-1,24.7249147869866,-0.0384567937093384,1.43771747252351,5.35352510889061,0.480872198473662
9.1204,"Bush",0,1,0,1,-1,32.3806663915131,1.49318484062772,0.08032753970474,10.6593728335574,0.835490765718026
9.1204,"Bush",0,1,1,0,0,36.8928506847962,0.0830221576359683,0.0429191535028319,11.3226892633829,0.822110308292222
4e-04,"Clinton",1,0,0,-1,-1,32.2811820158991,0.11553210425956,0.00497971537212531,12.2244879263453,0.504823956172913
4.0804,"Perot",0,0,0,0,-1,24.3220576481283,0.324825313348747,0.240836016819779,10.7576663747896,0.109540232457221
1.0404,"Bush",0,1,1,0,-1,27.8217726515405,-0.870577245260919,0.376259178530081,5.91428563557565,0.544454307761043
1.0404,"Clinton",1,0,1,-1,-1,31.730518097768,-0.0517182128948834,0.281692976428473,15.1522846790031,0.024155049584806
3.9204,"Perot",1,0,1,1,-1,26.7647718434087,0.908447698792251,0.635465843575009,18.4023592462763,0.219814293086529
1.0404,"Perot",1,0,0,-1,0,19.2117683249236,-0.749725786852189,0.0870068152435124,7.93492022994906,0.321366772521287
1.0404,"Bush",0,1,0,1,-1,34.421254100141,-0.321606069887961,1.51254463808281,16.0059291434009,0.357387638185173
1.0404,"Clinton",1,0,0,1,-1,25.8526119418774,-1.14777075045925,0.514957996678162,18.8026045863517,1.38641234292629
4.0804,"Bush",0,1,0,1,-1,27.1321986461586,0.354352196449355,0.00624544375265638,3.16868790285662,0.294911401811987
4.0804,"Bush",0,1,0,1,-1,37.5195030450227,0.424799782389022,0.3514358901629,11.5081827223767,1.75806048390111
4.0804,"Bush",0,1,0,0,0,26.129275351973,0.648347351224082,0.0478872793322499,7.40960027487017,0.64012863393873
1.0404,"Clinton",0,0,0,-1,-1,34.2286577009465,-1.2198100315169,0.116522166567544,10.8563300992828,1.22071307605874
1.0404,"Perot",0,0,1,0,-1,23.6965856059061,0.107235034754764,0.880780490073276,9.92659691069275,0.572765465360135
1.0404,"Bush",0,1,0,1,-1,28.2272879846301,-0.944057691649846,0.233825942443584,17.2003018746618,0.160177201884982
0.9604,"Clinton",1,0,0,0,0,29.6322199043176,-0.000384648716023502,0.201993452074627,5.27623563329689,0.417226024903357
1.0404,"Clinton",1,0,0,1,-1,24.1567428778782,1.34262392000608,0.397552295884395,17.7820329654496,0.604713706299663
4e-04,"Clinton",0,0,1,-1,-1,26.8262586754555,-0.503525286934276,0.0870924103073776,9.6697876593098,0.788782944872252
0.9604,"Clinton",1,0,0,0,-1,29.8557922353584,0.716683320938825,0.174567563769718,13.5401648615953,0.0403938442468643
4.0804,"Perot",0,0,0,-1,-1,33.3534798436697,-0.749668584083695,0.540533544794297,5.18474679067731,0.94420087333293
4e-04,"Perot",1,0,0,-1,-1,21.7472672828745,-0.478528210450305,0.51198368516744,17.9884650504682,0.102527181152254
1.0404,"Clinton",1,0,0,0,-1,28.2512288039437,0.438721750586617,0.293258963138763,13.8853998687118,1.92359451941195
4e-04,"Perot",0,1,1,-1,-1,33.7820321927274,-0.679112270457868,0.420372354784016,11.7038725661114,0.207728733551779
0.9604,"Clinton",1,0,0,0,0,27.305954200112,-1.70296483514544,0.0148019922586779,13.7343204703648,0.0511255678720772
16.16,"Perot",1,0,1,-1,-1,31.1364596083647,1.26516843521333,0.0572654539719224,19.3984894307796,1.38129399340124
4.0804,"Clinton",1,0,1,1,-1,32.4611428503222,0.360357237879846,0.309817305131161,16.4523153402843,0.431669027544558
4e-04,"Clinton",1,0,1,-1,0,31.3391750766584,-0.58363944056009,0.377253430881504,19.1329798100051,1.6098245679492
4.0804,"Bush",0,1,1,1,-1,33.2662883973569,-1.9940787873306,0.125902793284964,14.2448517931625,1.17321185390921
0.9604,"Clinton",1,0,0,1,-1,29.3864566951131,1.9022097713993,0.232636440841758,10.7480388036929,0.760633628773403
1.0404,"Clinton",1,0,0,1,-1,27.9316174320394,3.39037082127154,0.416071987386449,19.0572607663926,0.626049953512847
1.0404,"Bush",0,1,0,-1,-1,16.7842552398551,0.207480407355457,0.0972841706437369,14.3802431118675,0.277850234415382
4.0804,"Bush",1,0,0,0,1,29.5352949076026,0.849806647511189,0.384737131482267,8.94485373585485,0.533190890215337
4.0804,"Clinton",1,0,1,1,-1,32.1514234817999,1.22456031207416,0.271948923659721,8.8940829699859,0.169145632069558
4.0804,"Clinton",0,0,0,0,-1,32.6769942043408,-0.701804433538609,0.00592881820044855,3.26600617892109,0.237805448250707
1.0404,"Clinton",1,0,1,-1,-1,27.2236082434337,-0.35119622955654,0.231397088913524,10.6719416447449,3.38491752726917
1.0404,"Clinton",1,0,1,1,0,38.8975145488757,-1.7271210366452,0.0517645486009618,11.6740022264421,3.94079571081943
1.0404,"Clinton",1,0,1,-1,-1,31.4321220981441,-0.736578232271872,0.723328089299512,4.02389747556299,0.789037613281548
1.0404,"Bush",0,1,0,1,0,30.6315792922944,0.622409782886114,0.10024312712873,15.6157861431129,0.846442650030267
9.1204,"Bush",0,1,0,1,0,36.3613338973426,-0.29071598924087,0.991446240704813,5.6032636759337,0.910028717163574
4e-04,"Clinton",1,0,1,-1,-1,26.4076688934037,-0.214211534183077,0.33181558552989,8.85009673214518,0.585273028817028
1.0404,"Clinton",0,0,1,-1,-1,27.7483068803764,-0.112559551502516,0.0744277471676469,9.47196018090472,0.736352631780219
4.0804,"Perot",0,1,0,-1,-1,41.9872624002488,-1.8636669824956,0.31771772384485,18.6293663445394,1.82913133121076
4.0804,"Clinton",1,0,1,0,-1,30.0556459361044,0.83762993423167,0.0780243200821667,13.8314375432674,2.52640060509059
4.0804,"Bush",0,1,0,1,-1,38.1678421070415,-1.44349288893542,0.0207018645471649,17.6742470902391,0.851181677500618
0.9604,"Clinton",0,1,0,0,-1,22.8074667754274,-0.208570162415648,0.29683081555953,10.0188128997106,1.74898473922941
1.0404,"Clinton",1,0,0,-1,-1,29.0474159897855,-0.43856346205883,0.020579024994125,14.977121317992,0.322377550881356
0.9604,"Clinton",1,0,1,1,0,31.8921195181842,-0.218593816856198,0.403185025153959,6.35372806130908,1.69107101104202
4e-04,"Clinton",1,0,1,1,-1,31.500192726029,1.45996594473579,0.230167244871457,11.9728299991693,0.580252391286194
1.0404,"Perot",1,0,0,1,0,24.9718187024458,-0.582059917915369,0.11563580255414,18.2965043205768,1.98770987792852
3.9204,"Clinton",1,0,0,-1,-1,30.0962963731269,-0.783097595711896,0.200632737173388,7.94096954888664,0.0629356922070421
4e-04,"Clinton",1,0,0,0,-1,24.6128967344401,-1.51965399494385,1.08638142788769,8.19567074067891,2.53057225222204
16.16,"Clinton",0,0,1,1,0,33.5635166262214,-0.805698081611249,0.246753400798543,10.3061994230375,1.51108536488357
16.16,"Bush",0,1,0,1,0,35.4238754493032,-1.16618470736774,0.658421994469373,18.0738674430177,1.99073336078765
1.0404,"Bush",0,1,0,1,1,18.8750615175629,0.407946196248296,0.210765212619056,14.5689886144828,0.122217874508351
4e-04,"Clinton",1,0,1,1,0,36.1784673115007,-0.863004246007877,0.228783215240886,10.4424617579207,0.315444374457002
4.0804,"Perot",0,1,1,1,-1,23.7947775159575,0.304042035028136,0.221870906340579,17.1682602127548,1.07280475176395
4.0804,"Bush",1,0,1,-1,-1,32.2738463449132,-0.146427487847921,0.258631419686878,7.11408619745634,0.0538215171545744
4e-04,"Clinton",1,0,0,-1,-1,33.299513190713,-1.4335621799108,1.23778232117943,9.52071148576215,0.912326263703556
4.0804,"Perot",0,0,1,0,-1,29.0005508594928,-0.790607785722698,0.0870669817862411,5.04452728875913,0.830689818556321
9.1204,"Perot",0,1,0,-1,0,26.774430215701,0.885112455057677,0.165372179821134,6.96489785471931,0.123327168170363
4e-04,"Bush",0,0,1,1,-1,30.8266051062103,0.903076085954568,0.00378256477415562,14.6887809310574,0.319558085408062
9.1204,"Bush",0,1,1,-1,-1,32.1940935035723,2.00557327430063,0.383888616212611,19.8869412387721,1.12994819332481
