resp_id,cty,cons_trt,info_trt,prefer_prop,asylum_home,ideo_scale,know_index,female,age,emp_status,employed,eisced,inc_decile
R_2dGwcKiEb2P8L0D,Hungary,0,0,0,-2,8,3,1,34,1. Paid employee,1,4,10
R_3HS0sMxjqDkFgXt,Austria,1,0,1,1,2,3,1,36,1. Paid employee,1,7,9
R_1IscUHFIJFCcJP4,Switzerland,1,1,1,0,4,3,0,55,1. Paid employee,1,7,7
R_3Rq5MNLynEjlJv7,Norway,1,0,1,0,5,1,1,48,8. Working at home,0,4,10
R_10SZI9Z6SBUxENH,Austria,1,1,1,0,6,1,1,32,1. Paid employee,1,7,8
R_1LA1fQHzvmeMoxu,Italy,0,0,1,0,5,2,1,43,1. Paid employee,1,7,4
R_33g952nIWpqDg7d,Denmark,0,1,0,-2,9,2,1,65,1. Paid employee,1,6,5
R_2c8E4iAJ5uzzBAg,Norway,0,0,0,2,3,1,0,37,1. Paid employee,1,7,10
R_pzzHKvfOjClaqkh,Netherlands,0,1,1,0,3,1,1,56,8. Working at home,0,7,5
R_7QUIr5XyoUNb0LT,Denmark,0,1,0,0,5,2,1,35,1. Paid employee,1,7,6
R_1iqe2oPCd24ADkq,Netherlands,0,1,1,1,6,1,1,26,3. Student,0,4,1
R_2TF6Tc8UTSGp2k7,Austria,0,0,1,0,0,1,0,22,3. Student,0,4,1
R_2eave6vTUaiqHwd,France,1,0,0,-2,5,2,1,32,"4. Unemployed, searching",0,5,1
R_50ZKMW8yNrvwD89,Spain,1,0,0,-1,7,2,0,42,1. Paid employee,1,5,10
R_6WPxLXDMCgCoSCB,Switzerland,0,1,1,1,3,2,1,28,3. Student,0,5,1
R_1IB3kg6QUGRgWGH,Norway,1,1,0,-1,8,2,0,54,2. Self-employed,1,3,1
R_2SuhP82M6ohiUVG,Germany,0,1,0,-1,5,2,0,44,1. Paid employee,1,3,6
R_OGPUL7cUnOF2m89,Germany,0,0,1,-2,5,2,0,42,6. Chronic illness or permanent disability,0,NA,1
R_3rIncx8aG0BaZgg,United Kingdom,0,1,0,0,7,2,1,63,7. Retired,0,6,7
R_1NwzwSmf7I1Zidu,Denmark,0,1,0,1,2,1,1,32,6. Chronic illness or permanent disability,0,6,2
R_2bN0i3zTRAP8gN5,France,0,1,1,1,7,2,1,30,1. Paid employee,1,6,2
R_yL53eSec6BevXaN,Denmark,1,1,0,-2,8,2,0,27,3. Student,0,5,2
R_3QWrmaH6grplxVv,Norway,1,1,1,0,5,1,1,45,1. Paid employee,1,6,5
R_5iKtGYUpqzDmpTX,Greece,1,0,0,0,6,2,0,34,1. Paid employee,1,6,5
R_2QKFVsbVbLajUC1,Poland,1,1,1,1,3,2,1,40,1. Paid employee,1,7,6
R_3m35aQVYp2SmKRS,United Kingdom,0,0,0,-2,8,2,1,58,"4. Unemployed, searching",0,2,3
R_3iy7awADHBV1YLr,Netherlands,1,1,0,-2,5,1,0,60,1. Paid employee,1,3,6
R_6WCYPWhzkK0nqAF,Poland,0,0,1,0,4,2,1,44,1. Paid employee,1,7,6
R_217EVKuoZSuXwww,Austria,1,0,1,0,0,2,1,47,7. Retired,0,2,1
R_28RM0gVWeqZPep9,Austria,0,0,0,0,5,1,1,43,1. Paid employee,1,7,7
R_3oWOpZBztebQxPI,Austria,1,0,1,1,2,1,1,22,3. Student,0,5,7
R_RXeMO41qPnQ4o3T,United Kingdom,1,1,0,-1,10,2,0,29,1. Paid employee,1,7,8
R_10obctgPvCluHj4,Germany,1,0,0,-2,7,2,0,30,1. Paid employee,1,3,5
R_2Ppx2mP4hGtlCKS,Denmark,1,1,1,-2,8,1,0,43,1. Paid employee,1,6,5
R_3Jq2OZVDXqvPxLC,Switzerland,0,1,1,0,5,2,0,56,1. Paid employee,1,5,4
R_2rviwhX7MBLB6qe,Austria,0,0,1,-1,5,0,0,20,1. Paid employee,1,3,2
R_0j4MqtQvsYyhT7H,Netherlands,0,0,1,0,4,2,0,49,2. Self-employed,1,7,2
R_BJlvClPqVg3Kp7X,Austria,1,1,1,0,6,1,1,31,1. Paid employee,1,5,8
R_1mkFKokkkPRo7P8,Switzerland,0,0,1,-2,8,2,1,23,1. Paid employee,1,4,3
R_3hFPaAc7M2ZvOmn,Poland,0,0,1,0,10,1,0,39,6. Chronic illness or permanent disability,0,NA,2
R_2wTUQmxUJUGsucJ,Norway,0,0,1,1,3,2,1,53,2. Self-employed,1,6,3
R_1ikulM3zlS6FRiR,Austria,0,0,1,1,2,3,1,64,2. Self-employed,1,7,5
R_12JWk2lvytlcz6J,Switzerland,1,0,0,0,5,2,1,42,6. Chronic illness or permanent disability,0,4,1
R_2rr49VDAn41jJSS,Austria,0,0,1,-1,4,2,1,19,3. Student,0,5,3
R_1mQ1DLR1hAm91db,Austria,0,0,1,-2,5,2,1,21,"4. Unemployed, searching",0,2,2
R_8xhDJOJDAW7uzx7,Germany,1,1,0,-1,5,0,0,33,1. Paid employee,1,2,5
R_5p3i521TcLxg1lr,Austria,1,1,0,1,0,3,0,60,2. Self-employed,1,4,7
R_3m7rT7zYXrjrpmt,Austria,0,1,1,-2,7,3,0,55,1. Paid employee,1,3,4
R_3oZmlRcf8RLXNWN,Denmark,1,0,0,-2,10,0,1,65,6. Chronic illness or permanent disability,0,2,5
R_73en8eFLyvfBIA1,Netherlands,1,1,1,1,6,3,0,45,6. Chronic illness or permanent disability,0,7,5
R_2QVYXulodJcdxBI,Germany,0,0,1,2,5,3,0,32,2. Self-employed,1,7,10
R_3QY861Q3JScQzf5,Austria,1,1,1,-2,5,3,0,28,1. Paid employee,1,2,1
R_3fPraHJzqamIxSc,Germany,0,1,0,-2,1,1,0,50,7. Retired,0,2,1
R_2ri7cQV7BbpNoXg,Norway,0,0,1,1,7,0,0,42,1. Paid employee,1,7,10
R_3qEAUWws7B4ws6E,Poland,0,0,0,1,9,1,0,51,2. Self-employed,1,1,8
R_2e4HzmUmCSrL7lW,Austria,1,1,1,-1,5,2,0,23,2. Self-employed,1,3,3
R_2OTJvbCHGYTK6jW,Austria,1,0,1,0,2,3,0,20,3. Student,0,4,10
R_3kp2Luh5pOFUenF,Norway,1,1,0,0,6,0,0,26,2. Self-employed,1,6,10
R_21uLRLWzQDKdYyf,Czech Republic,0,0,1,-1,4,2,0,19,3. Student,0,2,5
R_ekxcCTrCMXqa8y5,Poland,0,0,0,-2,5,1,1,68,1. Paid employee,1,7,4
R_0MM4YNnzBJwkri9,Denmark,1,0,1,0,3,1,1,56,1. Paid employee,1,3,5
R_2QrinYPZhfEIzL2,Austria,0,1,1,-2,8,2,0,26,1. Paid employee,1,3,9
R_cHZ9wwCrF5I67qV,Denmark,1,0,1,-1,4,1,1,27,"4. Unemployed, searching",0,6,7
R_PU9xZRYJDGIUubL,Switzerland,1,1,0,-2,5,2,0,29,1. Paid employee,1,NA,2
R_3j28WRzjwwgZBpG,Netherlands,0,0,1,-1,9,1,0,39,1. Paid employee,1,7,10
R_1OwoDcs7GxZfn21,Poland,0,0,1,-1,7,2,1,56,1. Paid employee,1,7,10
R_2D0PH97MzfxH34a,Poland,1,1,0,1,7,1,0,33,1. Paid employee,1,7,7
R_73BZUwwylZ6vl85,Austria,1,0,1,-2,6,2,1,43,2. Self-employed,1,7,8
R_szBptVoxA0D08lH,France,1,1,0,0,5,2,0,29,1. Paid employee,1,5,7
R_29j4lg94fsQ3ZFG,Austria,1,0,1,0,5,2,1,30,1. Paid employee,1,4,3
R_3097DqFn9j0vPHo,Netherlands,1,0,0,1,8,1,0,29,1. Paid employee,1,7,8
R_9GYZtNy3yG8chBT,Netherlands,1,0,1,0,6,0,1,21,3. Student,0,4,6
R_bj9UagovUAz6Yut,Germany,0,0,1,-1,4,2,0,64,7. Retired,0,3,5
R_1FPbwVGKKRT66r5,Poland,0,1,0,2,10,0,1,32,1. Paid employee,1,2,9
R_9BPxp1FnZf6Bksx,Switzerland,1,0,1,0,8,2,1,29,1. Paid employee,1,7,4
R_22Sut3XmXAzDsxW,Germany,0,1,0,0,5,1,1,35,1. Paid employee,1,5,7
R_O0sPhn4jPHyzzZn,Norway,1,1,1,-1,3,1,0,64,7. Retired,0,5,7
R_Rl7uPfHqjGJsTsZ,Norway,0,1,0,-2,5,1,0,63,7. Retired,0,4,1
R_4OA7C9feH5yU4Eh,Poland,0,0,0,0,8,2,1,44,1. Paid employee,1,7,5
R_pzPmEfFSyWYPMSl,Germany,0,0,1,0,5,2,0,49,1. Paid employee,1,5,6
R_1oHmQVdeVWmAjTY,Hungary,0,0,0,0,5,1,0,18,3. Student,0,3,3
R_1rl8OcaROt4f4Uo,Germany,0,1,0,-2,5,3,0,25,3. Student,0,5,8
R_2i2qy556CJOY7pr,Switzerland,0,1,1,0,5,3,0,50,2. Self-employed,1,5,6
R_e3czQK5LFINNTw1,Germany,1,1,0,0,5,3,1,24,3. Student,0,5,4
R_2sUaA88B0xppJ1o,Germany,0,1,1,1,0,3,1,50,2. Self-employed,1,7,5
R_1ptyT0o0heGhrVL,Germany,1,1,0,-1,5,1,0,52,1. Paid employee,1,3,5
R_C2Jf0Gnb9x6kMWB,France,0,1,0,0,6,1,0,31,1. Paid employee,1,5,8
R_2aCrr65lreWeN9t,Netherlands,0,0,0,-2,10,2,0,39,1. Paid employee,1,3,3
R_3Jho2ocqVvlPSCJ,Switzerland,1,1,1,0,6,3,1,26,8. Working at home,0,4,6
R_vSSVZb7MeJHv0jv,Poland,0,0,1,0,5,1,1,38,1. Paid employee,1,7,7
R_3oTOUYpyXF91jGL,United Kingdom,1,0,1,1,3,1,0,31,3. Student,0,6,1
R_cwkjKWkaRTCIvXH,France,0,0,1,-1,8,2,0,27,1. Paid employee,1,7,6
R_2pMHPG4GhnH3Cu4,Hungary,0,0,1,1,5,2,1,31,2. Self-employed,1,4,8
R_Aj5JzRFslW6aNDb,Denmark,0,0,0,2,6,0,1,39,3. Student,0,7,3
R_3CHu4x0apNcxc3K,Switzerland,1,0,0,-1,5,1,1,48,8. Working at home,0,4,2
R_U9MU9Wv0jZQphmx,Germany,1,0,1,-1,6,2,1,49,1. Paid employee,1,5,9
R_1MSN1cEZJIIUCds,Germany,1,1,1,0,6,2,0,36,1. Paid employee,1,5,3
R_2to3yCkMOaZ4Oa6,Norway,0,0,1,0,6,1,1,27,1. Paid employee,1,6,3
R_2y0ZztSXO7ANETu,Hungary,1,1,0,0,4,3,0,18,3. Student,0,4,7
R_3oYmFzJ6WIblCot,Sweden,0,0,1,-1,1,2,1,69,7. Retired,0,1,1
R_tKuJ6tY6n3z1ypP,Germany,0,1,0,-2,8,2,1,45,1. Paid employee,1,3,8
R_24veqPl45sKsu1M,Germany,1,0,0,-2,6,3,1,43,1. Paid employee,1,3,9
R_3rSwOieta6haYun,Czech Republic,0,1,1,0,7,2,0,45,1. Paid employee,1,7,9
R_1C71S71TYTHn0w4,Czech Republic,1,0,0,-2,5,2,0,52,1. Paid employee,1,3,8
R_1NgoSF4pqql0WJa,Switzerland,0,1,1,-1,6,1,0,32,1. Paid employee,1,4,3
R_2ht7RRHcUZHL9eN,Germany,0,0,0,0,2,1,1,56,1. Paid employee,1,6,7
R_3dQV8TavAfSEjdv,Denmark,0,1,1,0,2,3,0,35,1. Paid employee,1,6,7
R_0DPXCqaeWMUZ7BD,Norway,1,1,1,0,6,1,0,43,2. Self-employed,1,6,1
R_294kGLBRF0us1EW,Germany,0,1,1,0,5,2,0,47,7. Retired,0,5,3
R_33EGXcuOFB0DwJa,Germany,0,1,1,0,5,1,1,59,1. Paid employee,1,7,4
R_pE0DbLqhCInwEnL,Germany,1,1,1,-2,6,1,1,37,1. Paid employee,1,2,3
R_3lQ6eazt0r7x0hx,Netherlands,0,1,0,-2,5,1,0,41,1. Paid employee,1,2,2
R_8ogqKgYWh4VS7aF,Czech Republic,1,0,0,-1,5,2,0,44,1. Paid employee,1,3,6
R_3elCs8tGVLeGpP8,Switzerland,1,1,1,0,4,2,1,27,3. Student,0,5,1
R_z7pDc72DxvypKGR,Austria,0,1,1,-2,7,1,0,23,1. Paid employee,1,3,3
R_9LFgsbEbXJ39mmN,Germany,1,0,1,1,3,2,0,33,1. Paid employee,1,5,1
R_2tVZGRftoO5Ob8R,France,1,0,1,0,3,2,0,32,2. Self-employed,1,7,3
R_29s8Fzb7vXdEnMh,Germany,0,1,1,-2,5,1,1,45,1. Paid employee,1,3,2
R_1LcH5dzLW5Q9QA0,Czech Republic,1,0,0,-1,8,2,1,44,1. Paid employee,1,7,4
R_2YojdCo3tj3jyeS,France,1,0,1,1,6,2,0,30,1. Paid employee,1,6,4
R_1jNU8l8JUKM8kzX,Denmark,0,0,1,1,6,2,0,47,1. Paid employee,1,3,10
R_2WPEsjdG343jLxs,Poland,1,0,1,-1,6,0,0,33,1. Paid employee,1,7,4
R_269HU0uKNgHGGi2,Denmark,0,1,0,-2,7,2,0,38,1. Paid employee,1,2,5
R_3RaT8ANhRbTeory,Switzerland,0,0,1,-1,8,3,0,45,1. Paid employee,1,6,10
R_YRmOsY0Hdrz1mPn,Poland,0,1,1,-1,3,2,0,45,1. Paid employee,1,4,3
R_O2qc8iaevGAth4Z,Germany,0,0,1,-2,5,1,1,26,1. Paid employee,1,3,7
R_3rG2eLwcCdHA7NQ,Poland,0,0,1,0,5,1,1,44,1. Paid employee,1,4,7
R_3s4juKElL6QpirT,Spain,1,0,1,0,4,2,1,49,8. Working at home,0,3,3
R_24deY1wu6Fqbwk1,Czech Republic,0,1,0,-2,5,2,0,67,7. Retired,0,7,8
R_pFS2oEC1HhqF4Ah,Switzerland,1,0,1,-1,9,2,0,33,1. Paid employee,1,4,5
R_cuRK18N4QDVuugV,Germany,0,1,0,0,3,2,0,55,6. Chronic illness or permanent disability,0,5,5
R_1Sa0towZFDgC4vz,Hungary,1,0,1,2,3,3,1,68,7. Retired,0,7,10
R_2zC0zcDn9HyFTHf,Switzerland,1,0,1,1,0,3,1,20,3. Student,0,2,1
R_3mEFU7es37rTTnb,Switzerland,0,1,0,0,5,0,1,34,1. Paid employee,1,4,3
R_XNi0dV4xrzn5jAB,Greece,1,1,0,-1,3,0,0,57,7. Retired,0,6,9
R_12xTyGoD9PLxvdM,Switzerland,1,0,1,1,6,3,0,61,2. Self-employed,1,7,7
R_qyBpJvv7HgGZyEx,Greece,0,1,1,1,4,3,0,49,7. Retired,0,6,6
R_2TNajd9uidYQGIc,Denmark,1,1,1,1,2,2,1,22,3. Student,0,4,1
R_2rj8JXFty1yOrrv,Switzerland,0,0,1,1,2,2,1,21,3. Student,0,5,4
R_2wBwSokcp7waPd7,Czech Republic,1,0,0,0,8,1,0,32,1. Paid employee,1,7,10
R_eXW1w8s4bQHFRVr,Poland,1,1,0,0,5,1,0,47,1. Paid employee,1,7,7
R_3lVrctS8NPRx7YR,Sweden,0,1,1,-2,9,2,0,39,1. Paid employee,1,4,10
R_pAHNQqH5gKkLbUd,Norway,1,0,1,-1,5,1,1,52,6. Chronic illness or permanent disability,0,5,1
R_3MDWsdbPrVS2Jrh,Netherlands,0,1,1,0,3,1,1,46,"5. Unemployed, not searching",0,3,2
R_1ILcPZKto6u9Z47,Sweden,1,1,1,-2,5,1,1,56,7. Retired,0,3,2
R_3exFiMkhm21lICC,Denmark,0,0,0,-2,5,1,1,42,6. Chronic illness or permanent disability,0,6,1
R_Q0npGM8LeUopIkh,Sweden,1,1,1,-2,5,3,1,51,6. Chronic illness or permanent disability,0,2,3
R_2uCjQFPSmNbihMW,Norway,0,1,0,0,5,1,1,20,3. Student,0,5,1
R_r8bq8PpUAl9rPH3,Hungary,0,1,1,-1,5,1,1,23,3. Student,0,4,1
R_5pXojBvEotpqyDT,Czech Republic,1,0,0,0,3,2,0,36,1. Paid employee,1,4,7
R_3HNV5EieiBKZxCm,Switzerland,1,1,1,0,4,3,0,51,1. Paid employee,1,4,3
R_0iVe5McDP6IAe89,Netherlands,0,1,1,0,4,1,1,34,1. Paid employee,1,7,6
R_2ZWSfCKnT380Se2,Poland,1,1,1,0,4,2,1,55,1. Paid employee,1,7,5
R_2RWzy9eI6TsqZYL,France,1,1,0,-2,5,1,1,44,6. Chronic illness or permanent disability,0,3,1
R_2BfEmip2TE6DrOK,France,0,0,1,0,5,2,0,31,1. Paid employee,1,4,2
R_1EcbMDKDYPOvLfg,Hungary,1,0,1,0,4,2,1,38,1. Paid employee,1,3,8
R_ZfLoQ4wMUQ9WviV,Czech Republic,0,1,1,-2,5,1,1,37,1. Paid employee,1,3,3
R_1Peqp9vL8MQgNpF,Greece,0,1,1,-2,5,3,1,34,8. Working at home,0,4,2
R_3iJgqr5EIelD80t,Denmark,0,1,1,0,3,3,0,50,1. Paid employee,1,6,7
R_2cvYFJ50bYaLjNR,Czech Republic,0,1,1,-2,5,2,0,42,1. Paid employee,1,3,3
R_cNn9q0Nh4j5sPoB,Netherlands,1,0,0,-1,5,0,1,57,"5. Unemployed, not searching",0,3,1
R_2CB0ElHziRvtbXi,Austria,0,0,1,1,3,2,1,19,3. Student,0,5,7
R_3LjVz0SJaAxYVch,Czech Republic,0,0,0,-1,5,1,0,25,7. Retired,0,3,5
R_C4exFYAClVcOlI5,Greece,1,0,1,0,1,1,1,23,3. Student,0,4,9
R_1mCYbPXknR9y1tc,Poland,0,1,1,-2,5,1,0,42,1. Paid employee,1,7,4
R_1qh2nckCHeWaDV5,Czech Republic,1,0,1,1,5,2,0,42,1. Paid employee,1,5,4
R_DoXjTSv8woQfcqd,Switzerland,0,0,1,0,0,3,0,43,1. Paid employee,1,4,5
R_3sdk5b6NS0K2eBQ,United Kingdom,1,0,0,-1,5,1,0,52,1. Paid employee,1,4,6
R_2Yx0hkTcgdpkOT2,Switzerland,1,0,0,-2,7,3,1,49,1. Paid employee,1,4,7
R_2Pb5lOgBGxOYEpq,Switzerland,0,0,0,-2,5,2,0,38,1. Paid employee,1,5,4
R_1r6OeWHApXDikSL,Denmark,1,1,1,-1,5,2,1,49,7. Retired,0,6,2
R_3KJkOScCZCAgQiO,Denmark,1,0,1,0,5,2,1,22,3. Student,0,4,2
R_2ZVOoAfIbAG5BMt,Norway,0,1,0,0,7,1,0,58,1. Paid employee,1,5,7
R_2BlE1voLL0ITLd8,Poland,1,1,1,0,5,3,0,47,1. Paid employee,1,6,3
R_269c54Zw9CQvPAw,Sweden,1,1,0,0,8,1,1,59,1. Paid employee,1,5,9
R_2WO0MeyhMehqCJE,Hungary,1,1,1,0,6,2,0,20,3. Student,0,4,10
R_3e2IthNPkR0PEqt,France,1,1,0,-1,5,3,1,48,1. Paid employee,1,4,5
R_1LvxHObh1KlTxhW,Czech Republic,1,0,1,0,6,1,1,32,1. Paid employee,1,7,8
R_ekON0PzMAULQk6Z,Poland,1,1,0,-1,4,1,0,23,1. Paid employee,1,3,7
R_00PV0BrjOBFUuf7,France,1,1,0,0,5,1,0,25,1. Paid employee,1,3,1
R_3PhvuXtOWzLXijV,Netherlands,0,1,0,-1,5,0,1,53,"5. Unemployed, not searching",0,1,2
R_We3cMTrqV8tyJaN,Poland,1,0,0,-1,3,2,1,35,1. Paid employee,1,4,6
R_3IXLhhTIsDoPQew,Switzerland,1,0,1,-1,4,3,0,49,1. Paid employee,1,5,2
R_UfDgueA7zvvj5v3,Switzerland,0,1,0,2,6,0,1,54,2. Self-employed,1,6,2
R_0MquLAkk8KryQYJ,Poland,1,0,1,0,3,0,1,47,1. Paid employee,1,7,10
R_bmE77lWjfxkGiwV,Poland,0,0,0,1,8,0,1,22,2. Self-employed,1,2,3
R_1BWTmOH2s8pj46G,Norway,1,0,1,0,4,2,1,34,8. Working at home,0,NA,10
R_1ptW2GQSD3sjm4N,Sweden,1,0,0,1,0,3,0,38,1. Paid employee,1,6,2
R_2QSd8t2uTBJdXeV,United Kingdom,1,0,1,-2,5,1,0,38,1. Paid employee,1,1,3
R_2TTtouDpvkh0uuP,Switzerland,0,1,1,0,6,3,1,54,1. Paid employee,1,2,5
R_WBfvCCtrZKhAE37,Switzerland,1,1,1,1,5,2,1,41,8. Working at home,0,4,4
R_pJIVEILpKCDOXOF,Netherlands,0,0,0,-1,5,0,0,35,"4. Unemployed, searching",0,NA,1
R_z72AeQ4CU41u4rn,Greece,1,0,1,1,3,2,0,39,"4. Unemployed, searching",0,6,4
R_r20W4R05Iq0u4F3,Netherlands,1,0,0,-2,4,1,0,51,1. Paid employee,1,3,5
R_2Emh3ro7DWeZLbD,Greece,0,1,1,-1,5,3,0,57,1. Paid employee,1,6,6
R_pMZsStAfsfhbmaR,Czech Republic,1,1,0,0,7,2,0,44,1. Paid employee,1,4,6
R_3lyvG4P4izFEqZ8,Greece,1,1,1,-1,4,3,1,31,"5. Unemployed, not searching",0,7,5
R_24o1YIc4MsnelcI,Switzerland,0,1,1,0,4,2,0,42,1. Paid employee,1,7,9
R_3fBK04yRUHGCI8b,Netherlands,0,0,1,0,5,1,1,54,1. Paid employee,1,6,4
R_1QoULL0YeCJGqbP,France,0,1,1,1,0,1,1,52,1. Paid employee,1,4,3
R_1flP9cR6TewDr12,Poland,0,1,1,-2,5,1,1,36,1. Paid employee,1,6,5
R_3L20pmcDroAzoqu,Italy,1,1,0,1,6,1,1,29,"4. Unemployed, searching",0,2,3
R_2WZHjvpu6rPoeav,Greece,1,0,1,-2,5,2,0,36,1. Paid employee,1,5,1
R_UcKLGBFsMDWTLmV,Hungary,0,0,1,0,5,1,1,29,8. Working at home,0,3,1
R_NXRvWsaxtfIoOrv,Norway,1,0,0,-1,1,1,1,66,1. Paid employee,1,2,4
R_3fW7aDOHVblBXZG,United Kingdom,1,1,1,1,3,2,1,47,1. Paid employee,1,6,10
R_3s1wp4YMDjwygXT,Switzerland,1,1,0,0,8,3,0,62,1. Paid employee,1,4,5
R_1PTA8ZmjcxSijo7,Poland,0,0,1,0,5,1,1,38,1. Paid employee,1,7,8
R_23UKs4tg2pyIIHy,Denmark,1,1,1,-2,4,3,0,28,"5. Unemployed, not searching",0,2,1
R_1DVboJA1Y9jrMmk,Sweden,0,1,0,-1,3,2,0,59,1. Paid employee,1,3,10
R_3lWTcPQa6WYrJkj,Norway,1,1,0,0,5,1,1,31,"4. Unemployed, searching",0,4,4
R_2pVmsoE7PoYKlff,Switzerland,0,0,1,0,5,2,0,31,1. Paid employee,1,5,5
R_2YlwXooUL58YM2C,Denmark,1,1,0,1,5,1,1,38,"5. Unemployed, not searching",0,4,1
R_roPmEOHm4TLfQNb,Hungary,0,0,1,-2,7,3,0,20,3. Student,0,4,3
R_3DkgewbeMyXKci1,Poland,1,1,0,-1,0,1,0,48,1. Paid employee,1,4,2
R_323ZB8TmVjl3K93,France,0,1,1,-2,5,1,1,29,8. Working at home,0,5,2
R_3Ny4ObxxNzaTVdy,Norway,1,1,0,0,5,2,0,36,8. Working at home,0,2,2
R_1zvP3YmYboRSNd7,Poland,0,0,1,0,5,0,1,32,1. Paid employee,1,7,7
R_3kHDNM22zpN9wsU,Netherlands,1,0,1,0,5,1,1,29,1. Paid employee,1,7,4
R_3iNYSYMIVaEL2Nj,Sweden,0,0,0,0,4,2,0,63,1. Paid employee,1,5,9
R_30kIq6gHdplRA7Z,Netherlands,0,0,0,-1,8,0,0,50,1. Paid employee,1,3,8
R_xxbxhMjlITLcUpP,Greece,1,1,0,1,5,1,0,26,2. Self-employed,1,4,3
R_1NsK1gCsoIzTprz,Hungary,1,1,1,0,6,0,0,21,3. Student,0,5,1
R_3QGmEkyaEQE7OPU,Netherlands,1,0,0,0,5,1,1,29,"5. Unemployed, not searching",0,3,6
R_1lzzlczP1NUinWO,France,0,0,1,0,6,2,0,63,7. Retired,0,5,8
R_pH6bDI6ZN9xWkSd,Hungary,0,0,1,1,3,1,1,58,1. Paid employee,1,6,10
R_2fy4aiKOyGSDDal,Czech Republic,0,0,1,0,5,1,1,19,3. Student,0,2,8
R_1LGLU8fAulvXtB2,Czech Republic,0,1,1,-2,5,1,0,61,2. Self-employed,1,3,2
R_ehDlxeH7N6tDNF7,Switzerland,1,0,0,0,10,2,0,40,1. Paid employee,1,4,4
R_OqghzaTktCUNmLv,Switzerland,0,1,1,0,5,2,0,38,1. Paid employee,1,7,4
R_xFXoW3aatTy00QV,Netherlands,1,0,0,-2,8,1,0,27,1. Paid employee,1,3,5
R_em8yM3m5l9fnHEt,Switzerland,1,1,1,-2,9,3,1,25,1. Paid employee,1,5,5
R_1fl0Aj4ec6ihAtv,Norway,0,1,1,1,2,1,1,56,1. Paid employee,1,6,4
R_3QKLU2u6Xi8dzV7,Switzerland,1,1,1,0,4,3,0,33,1. Paid employee,1,5,6
R_2Yum7VNBrYYg0Nz,Sweden,1,1,1,-2,5,3,1,39,1. Paid employee,1,5,10
R_3lDehFGJCpHKa9M,Greece,0,1,1,0,5,2,0,38,1. Paid employee,1,5,2
R_2t9mdZFBiTp3oZG,United Kingdom,1,0,1,-1,5,1,1,41,2. Self-employed,1,7,6
R_3qwD1CcMWufSgpL,Hungary,1,0,1,-2,10,3,0,22,3. Student,0,6,6
R_1IyKhJoftvV21fR,Switzerland,0,1,1,1,6,1,0,22,3. Student,0,5,7
R_02h1tcil3aV3tux,Sweden,0,0,0,-2,10,2,0,40,1. Paid employee,1,3,10
R_efkUofG16pAsJKV,Greece,1,0,1,-1,3,1,1,38,"4. Unemployed, searching",0,6,2
R_OpyLjlNMv6Wcfwl,Norway,1,0,1,0,4,1,1,29,1. Paid employee,1,3,3
R_1LCEbaD4GEa8N22,Norway,0,0,1,1,2,1,1,56,1. Paid employee,1,6,4
R_3Ok6Ikb8fqPi84r,Sweden,0,1,1,-2,10,2,1,45,2. Self-employed,1,5,10
R_sN1qhmuJz9aEBhv,Greece,1,0,0,0,5,2,0,37,1. Paid employee,1,7,2
R_pa80loAG5L2Lm81,Denmark,0,0,1,2,0,0,1,24,3. Student,0,4,2
R_2U3p8t1xvy0F918,Hungary,1,1,0,2,2,3,0,57,1. Paid employee,1,7,2
R_vSnVAqpzO48K1bj,United Kingdom,0,1,1,2,3,2,0,43,1. Paid employee,1,7,5
R_voGOChbH7Qchp3X,Norway,1,0,0,-2,8,2,0,68,7. Retired,0,5,2
R_31axmZwwH6rQsUH,Hungary,0,1,1,0,6,3,0,37,"4. Unemployed, searching",0,4,4
R_1dih0eSUBtzmTA2,France,0,0,0,-1,10,0,0,47,1. Paid employee,1,1,1
R_SIzgurlMMVft51n,Switzerland,0,0,1,-1,6,3,1,24,1. Paid employee,1,4,2
R_3irLkzlsTxZi680,Denmark,0,0,1,0,5,3,0,33,1. Paid employee,1,6,5
R_2tDtoAJZrvVhY43,Switzerland,0,1,0,-2,5,2,1,65,2. Self-employed,1,5,5
R_8rkzLI5Q9NOLaql,Norway,0,1,0,2,8,1,0,49,2. Self-employed,1,4,7
R_25MK5iCdSXwZ0Mk,Sweden,0,1,1,-1,5,1,1,26,1. Paid employee,1,4,10
R_1o4PRiqyqb1D17h,Switzerland,1,1,1,-1,8,0,1,42,1. Paid employee,1,5,2
R_5pytwQM5LqYZfGh,United Kingdom,0,0,0,1,8,2,0,66,2. Self-employed,1,1,4
R_SMGTdMTxt6h4qoF,Poland,0,1,1,-1,1,2,1,36,1. Paid employee,1,4,9
R_aa9XBoeLc4ThVv3,Greece,1,0,1,1,1,2,1,25,3. Student,0,6,6
R_00OsxhVFqqKOwbH,Czech Republic,1,0,1,1,4,3,0,22,3. Student,0,4,7
R_1GCibSfZZD4mZWK,Hungary,0,1,1,-2,5,2,0,41,1. Paid employee,1,3,5
R_27VWvxQwyXqQMsn,Norway,0,1,0,0,3,2,1,49,8. Working at home,0,6,2
R_1IooTTcNSpgkh6W,Denmark,1,0,0,-2,5,1,0,51,"4. Unemployed, searching",0,3,2
R_0pJFsYuXc6ORDTH,Hungary,1,0,1,-2,6,3,0,39,1. Paid employee,1,3,9
